time,cwnd_mss
37.829,19.48
37.829,19.48
37.829,19.48
37.829,19.48
37.829,19.48
37.829,19.48
37.870,13.63
37.909,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.910,14.63
37.993,23.24
38.034,16.27
38.034,17.27
38.074,17.27
38.074,17.27
38.074,17.27
38.074,17.27
38.074,17.27
38.075,17.27
38.075,17.27
38.075,17.27
38.075,17.27
38.115,12.09
38.115,13.09
38.116,13.09
38.116,13.09
38.155,13.09
38.155,13.09
38.155,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.156,13.09
38.196,13.09
38.236,9.16
38.236,10.16
38.236,10.16
38.236,10.16
38.236,10.16
38.237,10.16
38.237,10.16
38.237,10.16
38.237,10.16
38.276,10.16
38.276,10.16
38.277,10.16
38.277,10.16
38.277,10.16
38.277,10.16
38.277,10.16
38.277,10.16
38.277,10.16
38.277,10.16
38.277,10.16
38.317,11.16
38.317,11.16
38.317,11.16
38.317,11.16
38.317,11.16
38.317,11.16
38.317,11.16
38.318,11.16
38.318,11.16
38.318,11.16
38.318,11.16
38.358,11.16
38.358,12.16
38.358,12.16
38.358,12.16
38.358,12.16
38.358,12.16
38.358,12.16
38.358,12.16
38.358,12.16
38.358,12.16
38.358,12.16
38.398,12.16
38.398,12.16
38.398,12.16
38.439,8.51
38.439,9.51
38.439,9.51
38.439,9.51
38.439,9.51
38.439,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.483,9.51
38.523,9.51
38.524,9.51
38.524,10.51
38.524,10.51
38.524,10.51
38.524,10.51
38.524,10.51
38.524,10.51
38.524,10.51
38.524,10.51
38.565,10.51
38.565,10.51
38.566,10.51
38.566,11.51
38.566,11.51
38.566,11.51
38.566,11.51
38.566,11.51
38.566,11.51
38.566,11.51
38.566,11.51
38.606,11.51
38.606,11.51
38.606,11.51
38.606,11.51
38.606,12.51
38.606,12.51
38.606,12.51
38.606,12.51
38.606,12.51
38.606,12.51
38.606,12.51
38.607,12.51
38.647,12.51
38.647,12.51
38.647,12.51
38.647,12.51
38.647,12.51
38.647,13.51
38.647,13.51
38.647,13.51
38.647,13.51
38.647,13.51
38.647,13.51
38.647,13.51
38.647,13.51
38.687,13.51
38.687,13.51
38.687,13.51
38.687,13.51
38.687,13.51
38.687,13.51
38.687,14.51
38.688,14.51
38.688,14.51
38.731,10.16
38.771,11.16
38.771,11.16
38.771,11.16
38.771,11.16
38.771,11.16
38.771,11.16
38.771,11.16
38.771,11.16
38.771,11.16
38.772,11.16
38.772,11.16
38.811,11.16
38.811,11.16
38.811,11.16
38.812,11.16
38.812,11.16
38.812,11.16
38.812,11.16
38.852,7.81
38.893,8.81
38.893,8.81
38.893,8.81
38.893,8.81
38.893,8.81
38.893,8.81
38.893,8.81
38.933,8.81
38.933,8.81
38.933,8.81
38.933,8.81
38.934,8.81
38.934,8.81
38.934,8.81
38.934,8.81
38.974,9.81
38.974,9.81
38.974,9.81
38.974,9.81
38.974,9.81
38.974,9.81
38.974,9.81
38.974,9.81
38.974,9.81
39.015,9.81
39.015,10.81
39.015,10.81
39.015,10.81
39.015,10.81
39.015,10.81
39.015,10.81
39.015,10.81
39.015,10.81
39.015,10.81
39.055,10.81
39.055,10.81
39.055,11.81
39.055,11.81
39.056,11.81
39.056,11.81
39.056,11.81
39.056,11.81
39.056,11.81
39.056,11.81
39.056,11.81
39.096,11.81
39.096,11.81
39.096,11.81
39.096,12.81
39.096,12.81
39.096,12.81
39.096,12.81
39.096,12.81
39.096,12.81
39.096,12.81
39.097,12.81
39.097,12.81
39.137,12.81
39.137,12.81
39.137,12.81
39.137,12.81
39.137,13.81
39.137,13.81
39.137,13.81
39.137,13.81
39.137,13.81
39.137,13.81
39.137,13.81
39.137,13.81
39.137,13.81
39.177,13.81
39.177,13.81
39.177,13.81
39.177,13.81
39.178,13.81
39.178,14.81
39.178,14.81
39.178,14.81
39.178,14.81
39.178,14.81
39.178,14.81
39.178,14.81
39.178,14.81
39.178,14.81
39.218,14.81
39.218,14.81
39.218,14.81
39.218,14.81
39.218,14.81
39.218,14.81
39.218,15.81
39.218,15.81
39.218,15.81
39.218,15.81
39.219,15.81
39.219,15.81
39.219,15.81
39.219,15.81
39.219,15.81
39.258,15.81
39.259,15.81
39.259,15.81
39.259,15.81
39.259,15.81
39.259,15.81
39.259,15.81
39.259,16.81
39.259,16.81
39.259,16.81
39.259,16.81
39.259,16.81
39.259,16.81
39.260,16.81
39.260,16.81
39.340,11.77
39.340,12.77
39.340,12.77
39.340,12.77
39.340,12.77
39.340,12.77
39.340,12.77
39.340,12.77
39.340,12.77
39.341,12.77
39.380,12.77
39.380,12.77
39.380,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.381,12.77
39.421,12.77
39.421,13.77
39.421,13.77
39.421,13.77
39.421,13.77
39.421,13.77
39.421,13.77
39.422,13.77
39.422,13.77
39.422,13.77
39.422,13.77
39.422,13.77
39.422,13.77
39.462,13.77
39.462,13.77
39.462,14.77
39.462,14.77
39.462,14.77
39.462,14.77
39.462,14.77
39.462,14.77
39.462,14.77
39.462,14.77
39.462,14.77
39.463,14.77
39.463,14.77
39.463,14.77
39.503,14.77
39.503,14.77
39.503,14.77
39.503,15.77
39.503,15.77
39.503,15.77
39.503,15.77
39.504,15.77
39.504,15.77
39.504,15.77
39.504,15.77
39.505,15.77
39.505,15.77
39.505,15.77
39.505,15.77
39.543,15.77
39.544,15.77
39.544,15.77
39.544,15.77
39.544,16.77
39.545,16.77
39.545,16.77
39.545,16.77
39.586,26.74
39.666,18.72
39.667,19.72
39.667,19.72
39.667,19.72
39.667,19.72
39.667,19.72
39.667,19.72
39.707,19.72
39.748,13.80
39.748,14.80
39.748,14.80
39.748,14.80
39.788,10.36
39.789,11.36
39.789,11.36
39.789,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.829,11.36
39.869,11.36
39.869,11.36
39.869,11.36
39.869,11.36
39.869,11.36
39.870,11.36
39.870,11.36
39.870,12.36
39.870,12.36
39.870,12.36
39.870,12.36
39.870,12.36
39.910,12.36
39.910,12.36
39.910,12.36
39.910,12.36
39.910,12.36
39.910,12.36
39.910,12.36
39.910,12.36
39.910,13.36
39.910,13.36
39.910,13.36
39.910,13.36
39.911,13.36
39.950,13.36
39.950,13.36
39.951,13.36
39.951,13.36
39.951,13.36
39.951,13.36
39.951,13.36
39.951,13.36
39.951,13.36
39.951,14.36
39.951,14.36
39.951,14.36
39.951,14.36
39.951,14.36
39.991,14.36
39.991,14.36
39.991,14.36
39.991,14.36
39.991,14.36
39.991,14.36
39.991,14.36
39.991,14.36
39.991,14.36
39.992,14.36
39.992,15.36
39.992,15.36
39.992,15.36
39.992,15.36
39.992,15.36
40.032,15.36
40.032,15.36
40.032,15.36
40.032,15.36
40.032,15.36
40.073,24.75
40.114,17.33
40.154,18.33
40.154,18.33
40.154,18.33
40.154,18.33
40.154,18.33
40.154,18.33
40.154,18.33
40.154,18.33
40.154,18.33
40.155,18.33
40.155,18.33
40.155,18.33
40.155,18.33
40.155,18.33
40.155,18.33
40.155,18.33
40.155,18.33
40.155,18.33
40.194,18.33
40.195,18.33
40.195,18.33
40.195,18.33
40.195,18.33
40.195,18.33
40.195,18.33
40.195,18.33
40.195,18.33
40.195,18.33
40.196,18.33
40.196,18.33
40.196,18.33
40.196,18.33
40.196,18.33
40.196,18.33
40.196,18.33
40.196,19.33
40.196,19.33
40.235,19.33
40.235,19.33
40.235,19.33
40.235,19.33
40.235,19.33
40.235,19.33
40.236,19.33
40.236,19.33
40.236,19.33
40.236,19.33
40.237,19.33
40.237,19.33
40.237,19.33
40.237,19.33
40.237,19.33
40.237,19.33
40.237,19.33
40.237,19.33
40.237,20.33
40.237,20.33
40.276,20.33
40.276,20.33
40.276,20.33
40.276,20.33
40.276,20.33
40.276,20.33
40.277,20.33
40.277,20.33
40.277,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,20.33
40.278,21.33
40.278,21.33
40.316,21.33
40.316,21.33
40.316,21.33
40.316,21.33
40.316,21.33
40.316,21.33
40.317,21.33
40.317,21.33
40.318,21.33
40.318,21.33
40.318,21.33
40.318,21.33
40.318,21.33
40.318,21.33
40.318,21.33
40.318,21.33
40.318,21.33
40.319,21.33
40.319,21.33
40.319,21.33
40.319,22.33
40.357,22.33
40.357,22.33
40.357,22.33
40.357,22.33
40.357,22.33
40.399,15.63
40.399,16.63
40.399,16.63
40.399,16.63
40.399,16.63
40.399,16.63
40.399,16.63
40.399,16.63
40.399,16.63
40.400,16.63
40.438,16.63
40.438,16.63
40.438,16.63
40.438,16.63
40.438,16.63
40.439,16.63
40.439,16.63
40.439,16.63
40.439,16.63
40.439,16.63
40.440,16.63
40.440,16.63
40.440,16.63
40.440,16.63
40.440,16.63
40.440,16.63
40.479,17.63
40.479,17.63
40.479,17.63
40.479,17.63
40.479,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.480,17.63
40.524,17.63
40.524,17.63
40.524,17.63
40.524,17.63
40.524,17.63
40.524,17.63
40.524,17.63
40.524,17.63
40.524,18.63
40.524,18.63
40.565,13.04
40.605,14.04
40.605,14.04
40.605,14.04
40.605,14.04
40.605,14.04
40.605,14.04
40.605,14.04
40.605,14.04
40.605,14.04
40.605,14.04
40.606,14.04
40.606,14.04
40.606,14.04
40.645,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.646,14.04
40.647,14.04
40.647,14.04
40.647,14.04
40.647,15.04
40.686,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,15.04
40.687,16.04
40.727,16.04
40.727,16.04
40.727,16.04
40.727,16.04
40.727,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.728,16.04
40.808,11.23
40.809,12.23
40.809,12.23
40.809,12.23
40.809,12.23
40.809,12.23
40.809,12.23
40.850,19.56
40.931,13.69
40.931,14.69
40.931,14.69
40.931,14.69
40.931,14.69
40.931,14.69
40.931,14.69
40.971,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
40.972,14.69
41.012,14.69
41.012,14.69
41.012,14.69
41.013,14.69
41.013,14.69
41.013,14.69
41.013,15.69
41.013,15.69
41.013,15.69
41.013,15.69
41.013,15.69
41.013,15.69
41.013,15.69
41.013,15.69
41.053,15.69
41.053,15.69
41.053,15.69
41.053,15.69
41.053,15.69
41.053,15.69
41.053,15.69
41.053,15.69
41.053,16.69
41.054,16.69
41.054,16.69
41.054,16.69
41.054,16.69
41.093,16.69
41.093,16.69
41.093,16.69
41.093,16.69
41.093,16.69
41.093,16.69
41.093,16.69
41.094,16.69
41.094,16.69
41.094,16.69
41.094,16.69
41.094,16.69
41.094,17.69
41.094,17.69
41.094,17.69
41.094,17.69
41.094,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.134,17.69
41.135,17.69
41.135,18.69
41.135,18.69
41.135,18.69
41.135,18.69
41.135,18.69
41.174,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.175,18.69
41.176,19.69
41.176,19.69
41.176,19.69
41.176,19.69
41.176,19.69
41.215,19.69
41.215,19.69
41.215,19.69
41.215,19.69
41.215,19.69
41.215,19.69
41.216,19.69
41.216,19.69
41.216,19.69
41.216,19.69
41.216,19.69
41.216,19.69
41.216,19.69
41.216,19.69
41.216,19.69
41.216,20.69
41.216,20.69
41.216,20.69
41.217,20.69
41.217,20.69
41.255,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.256,20.69
41.257,20.69
41.257,20.69
41.257,20.69
41.257,21.69
41.257,21.69
41.257,21.69
41.257,21.69
41.257,21.69
41.296,21.69
41.296,21.69
41.296,21.69
41.296,21.69
41.296,21.69
41.296,21.69
41.297,21.69
41.337,15.18
41.338,16.18
41.338,16.18
41.338,16.18
41.338,16.18
41.338,16.18
41.338,16.18
41.377,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.378,16.18
41.459,11.33
41.459,12.33
41.459,12.33
41.459,12.33
41.459,12.33
41.459,12.33
41.459,12.33
41.459,12.33
41.459,12.33
41.459,12.33
41.459,12.33
41.499,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.500,12.33
41.540,13.33
41.540,13.33
41.540,13.33
41.540,13.33
41.540,13.33
41.540,13.33
41.540,13.33
41.540,13.33
41.541,13.33
41.541,13.33
41.541,13.33
41.541,13.33
41.581,13.33
41.581,13.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.581,14.33
41.621,14.33
41.621,14.33
41.621,14.33
41.622,15.33
41.622,15.33
41.622,15.33
41.622,15.33
41.624,15.33
41.624,15.33
41.624,15.33
41.624,15.33
41.624,15.33
41.624,15.33
41.624,15.33
41.624,15.33
41.662,15.33
41.662,15.33
41.662,15.33
41.662,15.33
41.662,16.33
41.662,16.33
41.662,16.33
41.663,16.33
41.664,16.33
41.664,16.33
41.664,16.33
41.664,16.33
41.665,16.33
41.665,16.33
41.665,16.33
41.665,16.33
41.703,16.33
41.703,16.33
41.703,16.33
41.703,16.33
41.703,16.33
41.745,11.43
41.745,12.43
41.745,12.43
41.745,12.43
41.746,12.43
41.746,12.43
41.784,12.43
41.784,12.43
41.784,12.43
41.784,12.43
41.784,12.43
41.786,12.43
41.786,12.43
41.786,12.43
41.786,12.43
41.786,12.43
41.786,12.43
41.786,12.43
41.786,12.43
41.824,12.43
41.825,12.43
41.825,12.43
41.825,12.43
41.825,12.43
41.826,13.43
41.826,13.43
41.826,13.43
41.826,13.43
41.826,13.43
41.827,13.43
41.827,13.43
41.827,13.43
41.865,13.43
41.865,13.43
41.865,13.43
41.865,13.43
41.865,13.43
41.867,13.43
41.867,14.43
41.867,14.43
41.867,14.43
41.867,14.43
41.867,14.43
41.867,14.43
41.867,14.43
41.946,10.10
41.947,11.10
41.947,11.10
41.948,11.10
41.948,11.10
41.948,11.10
41.948,11.10
41.948,11.10
41.948,11.10
41.948,11.10
41.948,11.10
41.987,11.10
41.987,11.10
42.028,7.77
42.028,8.77
42.028,8.77
42.028,8.77
42.029,8.77
42.068,8.77
42.068,8.77
42.069,8.77
42.069,8.77
42.069,8.77
42.069,8.77
42.069,8.77
42.069,8.77
42.108,8.77
42.109,8.77
42.109,8.77
42.109,9.77
42.109,9.77
42.109,9.77
42.109,9.77
42.109,9.77
42.149,9.77
42.190,6.84
42.190,7.84
42.190,7.84
42.190,7.84
42.190,7.84
42.190,7.84
42.230,7.84
42.231,7.84
42.231,7.84
42.231,7.84
42.231,7.84
42.231,7.84
42.231,7.84
42.271,7.84
42.271,8.84
42.271,8.84
42.271,8.84
42.271,8.84
42.271,8.84
42.271,8.84
42.271,8.84
42.312,8.84
42.312,8.84
42.312,9.84
42.312,9.84
42.312,9.84
42.312,9.84
42.312,9.84
42.312,9.84
42.312,9.84
42.352,9.84
42.352,9.84
42.352,9.84
42.353,10.84
42.353,10.84
42.353,10.84
42.353,10.84
42.353,10.84
42.353,10.84
42.393,10.84
42.393,10.84
42.393,10.84
42.393,10.84
42.393,10.84
42.393,11.84
42.393,11.84
42.393,11.84
42.393,11.84
42.393,11.84
42.433,11.84
42.433,11.84
42.434,11.84
42.434,11.84
42.434,11.84
42.434,11.84
42.434,11.84
42.434,12.84
42.434,12.84
42.434,12.84
42.434,12.84
42.434,12.84
42.474,12.84
42.474,12.84
42.474,12.84
42.474,12.84
42.474,12.84
42.474,12.84
42.474,12.84
42.474,12.84
42.475,13.84
42.475,13.84
42.475,13.84
42.475,13.84
42.475,13.84
42.515,13.84
42.515,13.84
42.515,13.84
42.515,13.84
42.515,13.84
42.515,13.84
42.515,13.84
42.515,13.84
42.515,13.84
42.515,14.84
42.515,14.84
42.515,14.84
42.516,14.84
42.558,14.84
42.558,14.84
42.558,14.84
42.559,14.84
42.559,14.84
42.559,14.84
42.559,14.84
42.559,14.84
42.559,14.84
42.559,14.84
42.559,14.84
42.559,15.84
42.559,15.84
42.559,15.84
42.559,15.84
42.599,15.84
42.599,15.84
42.599,15.84
42.599,15.84
42.599,15.84
42.599,15.84
42.599,15.84
42.599,15.84
42.599,15.84
42.600,15.84
42.600,15.84
42.600,15.84
42.600,16.84
42.600,16.84
42.600,16.84
42.600,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.640,16.84
42.641,16.84
42.641,16.84
42.641,17.84
42.641,17.84
42.641,17.84
42.641,17.84
42.680,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.681,17.84
42.682,17.84
42.682,18.84
42.682,18.84
42.721,18.84
42.721,18.84
42.721,18.84
42.721,18.84
42.721,18.84
42.721,18.84
42.721,18.84
42.721,18.84
42.722,18.84
42.722,18.84
42.722,18.84
42.722,18.84
42.722,18.84
42.722,18.84
42.722,18.84
42.722,18.84
42.722,18.84
42.722,19.84
42.723,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.762,19.84
42.763,19.84
42.763,19.84
42.763,19.84
42.763,19.84
42.763,19.84
42.763,20.84
42.763,20.84
42.803,20.84
42.803,20.84
42.803,20.84
42.803,20.84
42.803,20.84
42.803,20.84
42.803,20.84
42.805,20.84
42.805,20.84
42.806,20.84
42.806,20.84
42.846,32.59
42.924,22.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.927,23.81
42.928,23.81
42.928,23.81
42.928,23.81
42.928,23.81
42.965,23.81
42.965,23.81
42.965,23.81
42.965,23.81
42.965,23.81
42.967,23.81
42.967,23.81
42.967,23.81
42.967,23.81
42.967,23.81
42.967,23.81
42.967,23.81
42.968,23.81
42.968,23.81
42.968,23.81
42.968,23.81
42.968,23.81
42.968,23.81
42.968,23.81
42.968,23.81
42.968,23.81
42.968,23.81
43.006,23.81
43.006,23.81
43.006,23.81
43.006,23.81
43.006,23.81
43.007,23.81
43.007,24.81
43.007,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.008,24.81
43.009,24.81
43.009,24.81
43.009,24.81
43.009,24.81
43.046,24.81
43.047,24.81
43.047,24.81
43.047,24.81
43.047,24.81
43.048,24.81
43.048,24.81
43.048,24.81
43.048,25.81
43.048,25.81
43.048,25.81
43.048,25.81
43.048,25.81
43.048,25.81
43.048,25.81
43.049,25.81
43.049,25.81
43.049,25.81
43.049,25.81
43.049,25.81
43.049,25.81
43.049,25.81
43.050,25.81
43.087,25.81
43.087,25.81
43.087,25.81
43.087,25.81
43.087,25.81
43.087,25.81
43.088,25.81
43.088,25.81
43.088,25.81
43.088,25.81
43.088,25.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.089,26.81
43.090,26.81
43.090,26.81
43.090,26.81
43.090,26.81
43.128,26.81
43.128,26.81
43.128,26.81
43.128,26.81
43.128,26.81
43.128,26.81
43.128,26.81
43.129,26.81
43.129,26.81
43.129,26.81
43.129,26.81
43.129,26.81
43.129,27.81
43.129,27.81
43.129,27.81
43.129,27.81
43.170,43.47
43.250,46.43
43.291,45.50
43.373,43.85
43.454,34.69
43.535,24.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.544,25.28
43.576,25.28
43.576,25.28
43.576,25.28
43.576,25.28
43.576,25.28
43.576,25.28
43.576,25.28
43.576,25.28
43.576,25.28
43.577,25.28
43.584,25.28
43.584,25.28
43.584,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.585,25.28
43.616,26.28
43.616,26.28
43.616,26.28
43.617,26.28
43.617,26.28
43.617,26.28
43.617,26.28
43.617,26.28
43.658,18.40
43.666,19.40
43.666,19.40
43.666,19.40
43.666,19.40
43.666,19.40
43.738,13.58
43.738,14.58
43.738,14.58
43.738,14.58
43.738,14.58
43.738,14.58
43.747,14.58
43.747,14.58
43.748,14.58
43.748,14.58
43.748,14.58
43.748,14.58
43.779,14.58
43.779,14.58
43.779,14.58
43.819,10.21
43.828,11.21
43.828,11.21
43.828,11.21
43.829,11.21
43.829,11.21
43.829,11.21
43.900,7.84
43.909,8.84
43.909,8.84
43.909,8.84
43.909,8.84
43.909,8.84
43.909,8.84
43.909,8.84
43.941,8.84
43.949,8.84
43.949,8.84
43.950,8.84
43.950,8.84
43.950,8.84
43.950,8.84
43.950,8.84
43.950,9.84
43.981,9.84
43.990,9.84
43.990,9.84
43.990,9.84
43.990,9.84
43.990,9.84
43.990,9.84
43.990,9.84
43.990,9.84
43.990,10.84
44.021,10.84
44.031,10.84
44.031,10.84
44.031,10.84
44.031,10.84
44.032,10.84
44.032,10.84
44.032,10.84
44.032,10.84
44.032,10.84
44.032,11.84
44.062,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,11.84
44.072,12.84
44.102,12.84
44.112,12.84
44.112,12.84
44.112,12.84
44.112,12.84
44.113,12.84
44.113,12.84
44.113,12.84
44.113,12.84
44.113,12.84
44.113,12.84
44.113,12.84
44.113,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.153,13.84
44.154,13.84
44.193,14.84
44.193,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.194,14.84
44.234,14.84
44.234,15.84
44.234,15.84
44.234,15.84
44.234,15.84
44.234,15.84
44.234,15.84
44.235,15.84
44.235,15.84
44.235,15.84
44.235,15.84
44.235,15.84
44.235,15.84
44.235,15.84
44.235,15.84
44.277,15.84
44.318,25.09
44.359,17.56
44.359,18.56
44.399,18.56
44.399,18.56
44.399,18.56
44.399,18.56
44.399,18.56
44.400,18.56
44.400,18.56
44.400,18.56
44.400,18.56
44.400,18.56
44.400,18.56
44.401,18.56
44.401,18.56
44.401,18.56
44.401,18.56
44.401,18.56
44.401,18.56
44.401,18.56
44.401,18.56
44.439,18.56
44.439,18.56
44.440,18.56
44.440,18.56
44.440,18.56
44.440,18.56
44.440,18.56
44.440,18.56
44.440,18.56
44.441,18.56
44.441,18.56
44.441,18.56
44.441,18.56
44.441,18.56
44.441,18.56
44.441,19.56
44.441,19.56
44.441,19.56
44.442,19.56
44.480,19.56
44.480,19.56
44.480,19.56
44.480,19.56
44.480,19.56
44.480,19.56
44.481,19.56
44.481,19.56
44.481,19.56
44.481,19.56
44.481,19.56
44.481,19.56
44.481,19.56
44.481,19.56
44.481,19.56
44.482,19.56
44.482,20.56
44.482,20.56
44.482,20.56
44.482,20.56
44.521,20.56
44.521,20.56
44.521,20.56
44.521,20.56
44.521,20.56
44.521,20.56
44.521,20.56
44.521,20.56
44.521,20.56
44.522,20.56
44.522,20.56
44.522,20.56
44.522,20.56
44.522,20.56
44.522,20.56
44.522,20.56
44.522,20.56
44.523,21.56
44.523,21.56
44.606,15.09
44.606,16.09
44.607,16.09
44.607,16.09
44.607,16.09
44.607,16.09
44.607,16.09
44.607,16.09
44.607,16.09
44.608,16.09
44.608,16.09
44.608,16.09
44.647,16.09
44.647,16.09
44.647,16.09
44.648,16.09
44.648,16.09
44.648,16.09
44.648,16.09
44.648,16.09
44.689,11.27
44.689,12.27
44.689,12.27
44.728,12.27
44.729,12.27
44.729,12.27
44.729,12.27
44.729,12.27
44.729,12.27
44.729,12.27
44.729,12.27
44.729,12.27
44.729,12.27
44.730,12.27
44.730,12.27
44.730,12.27
44.769,12.27
44.769,12.27
44.769,12.27
44.770,12.27
44.770,12.27
44.770,12.27
44.770,12.27
44.770,12.27
44.770,13.27
44.770,13.27
44.770,13.27
44.770,13.27
44.770,13.27
44.810,13.27
44.810,13.27
44.810,13.27
44.810,13.27
44.810,13.27
44.810,13.27
44.810,13.27
44.811,13.27
44.811,13.27
44.811,14.27
44.811,14.27
44.811,14.27
44.811,14.27
44.811,14.27
44.851,14.27
44.851,14.27
44.851,14.27
44.851,14.27
44.851,14.27
44.851,14.27
44.851,14.27
44.852,14.27
44.852,14.27
44.852,14.27
44.852,15.27
44.852,15.27
44.852,15.27
44.852,15.27
44.852,15.27
44.891,15.27
44.892,15.27
44.892,15.27
44.892,15.27
44.892,15.27
44.892,15.27
44.892,15.27
44.892,15.27
44.892,15.27
44.892,15.27
44.933,24.69
45.013,17.28
45.014,18.28
45.014,18.28
45.014,18.28
45.014,18.28
45.054,18.28
45.054,18.28
45.054,18.28
45.095,12.79
45.095,13.79
45.095,13.79
45.095,13.79
45.095,13.79
45.095,13.79
45.095,13.79
45.095,13.79
45.095,13.79
45.096,13.79
45.175,9.66
45.176,10.66
45.176,10.66
45.176,10.66
45.176,10.66
45.176,10.66
45.176,10.66
45.176,10.66
45.176,10.66
45.176,10.66
45.216,10.66
45.216,10.66
45.216,10.66
45.216,10.66
45.216,10.66
45.216,10.66
45.216,10.66
45.216,10.66
45.216,10.66
45.217,10.66
45.217,11.66
45.257,11.66
45.257,11.66
45.257,11.66
