time,cwnd_mss
20.229,39.00
20.229,40.00
20.231,41.00
20.231,42.00
20.231,43.00
20.232,44.00
20.232,45.00
20.232,46.00
20.234,47.00
20.234,48.00
20.235,49.00
20.235,50.00
20.236,51.00
20.236,52.00
20.237,53.00
20.238,54.00
20.238,55.00
20.239,56.00
20.240,57.00
20.241,58.00
20.242,59.00
20.242,60.00
20.243,61.00
20.244,62.00
20.266,62.00
20.266,62.00
20.266,63.00
20.266,63.00
20.267,63.00
20.267,63.00
20.267,63.00
20.267,63.00
20.267,63.00
20.267,63.00
20.268,63.00
20.268,63.00
20.268,63.00
20.268,63.00
20.270,63.00
20.270,63.00
20.270,63.00
20.270,63.00
20.272,63.00
20.272,63.00
20.272,63.00
20.272,63.00
20.272,63.00
20.272,63.00
20.273,63.00
20.314,44.10
20.319,45.10
20.319,45.10
20.320,45.10
20.320,45.10
20.320,45.10
20.320,45.10
20.321,45.10
20.321,45.10
20.321,45.10
20.322,45.10
20.323,45.10
20.323,45.10
20.323,45.10
20.323,45.10
20.325,45.10
20.326,45.10
20.326,45.10
20.326,45.10
20.347,45.10
20.348,45.10
20.348,45.10
20.348,45.10
20.348,45.10
20.348,45.10
20.348,45.10
20.348,45.10
20.348,45.10
20.348,45.10
20.349,45.10
20.349,45.10
20.349,45.10
20.349,45.10
20.349,45.10
20.351,45.10
20.351,45.10
20.351,45.10
20.351,45.10
20.352,45.10
20.353,45.10
20.353,45.10
20.353,45.10
20.353,45.10
20.353,45.10
20.355,45.10
20.355,45.10
20.360,45.10
20.360,45.10
20.361,45.10
20.361,45.10
20.361,45.10
20.361,45.10
20.361,45.10
20.361,45.10
20.362,45.10
20.362,45.10
20.362,45.10
20.363,45.10
20.364,45.10
20.364,45.10
20.364,45.10
20.366,45.10
20.366,45.10
20.367,45.10
20.367,45.10
20.388,46.10
20.388,46.10
20.388,46.10
20.388,46.10
20.388,46.10
20.388,46.10
20.389,46.10
20.389,46.10
20.389,46.10
20.389,46.10
20.389,46.10
20.389,46.10
20.389,46.10
20.390,46.10
20.391,46.10
20.391,46.10
20.391,46.10
20.391,46.10
20.393,46.10
20.394,46.10
20.394,46.10
20.394,46.10
20.394,46.10
20.394,46.10
20.395,46.10
20.395,46.10
20.401,46.10
20.401,46.10
20.401,46.10
20.401,46.10
20.401,46.10
20.401,46.10
20.401,46.10
20.402,46.10
20.402,46.10
20.402,46.10
20.402,46.10
20.404,46.10
20.404,46.10
20.404,46.10
20.404,46.10
20.406,46.10
20.407,46.10
20.407,46.10
20.407,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.429,46.10
20.430,46.10
20.430,46.10
20.430,46.10
20.432,46.10
20.432,46.10
20.432,46.10
20.432,46.10
20.433,46.10
20.434,46.10
20.434,46.10
20.434,46.10
20.434,46.10
20.434,46.10
20.436,46.10
20.436,46.10
20.441,46.10
20.482,76.27
20.529,53.39
20.556,54.39
20.556,54.39
20.556,54.39
20.556,54.39
20.558,54.39
20.563,54.39
20.563,54.39
20.563,54.39
20.563,54.39
20.563,54.39
20.563,54.39
20.563,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.564,54.39
20.565,54.39
20.565,54.39
20.565,54.39
20.565,54.39
20.565,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.566,54.39
20.567,54.39
20.567,54.39
20.567,54.39
20.567,54.39
20.567,54.39
20.569,54.39
20.569,54.39
20.569,54.39
20.569,54.39
20.569,54.39
20.570,54.39
20.570,54.39
20.570,54.39
20.570,54.39
20.570,54.39
20.596,55.39
20.596,55.39
20.596,55.39
20.596,55.39
20.596,55.39
20.598,55.39
20.603,55.39
20.603,55.39
20.603,55.39
20.604,55.39
20.604,55.39
20.604,55.39
20.604,55.39
20.605,55.39
20.605,55.39
20.605,55.39
20.605,55.39
20.605,55.39
20.645,90.77
20.688,100.54
20.766,141.38
20.811,145.96
20.888,127.17
20.969,112.02
21.177,43.00
21.310,2.00
21.333,2.00
21.335,2.00
21.392,14.00
21.416,2.00
21.456,31.00
21.499,21.70
21.520,22.70
21.521,22.70
21.522,22.70
21.524,22.70
21.567,15.89
21.572,16.89
21.573,16.89
21.574,16.89
21.574,16.89
21.575,16.89
21.576,16.89
21.576,16.89
21.577,16.89
21.578,16.89
21.601,16.89
21.602,16.89
21.603,16.89
21.604,16.89
21.608,16.89
21.608,16.89
21.608,16.89
21.613,16.89
21.613,16.89
21.614,16.89
21.614,16.89
21.615,16.89
21.616,16.89
21.616,16.89
21.618,16.89
21.618,16.89
21.642,16.89
21.642,16.89
21.643,16.89
21.645,17.89
21.648,17.89
21.648,17.89
21.648,17.89
21.653,17.89
21.653,17.89
21.654,17.89
21.655,17.89
21.655,17.89
21.655,17.89
21.657,17.89
21.657,17.89
21.658,17.89
21.659,17.89
21.682,17.89
21.683,17.89
21.684,17.89
21.685,17.89
21.685,17.89
21.689,17.89
21.689,17.89
21.689,17.89
21.694,18.89
21.694,18.89
21.695,18.89
21.695,18.89
21.696,18.89
21.697,18.89
21.697,18.89
21.699,18.89
21.699,18.89
21.723,18.89
21.723,18.89
21.725,18.89
21.726,18.89
21.726,18.89
21.729,18.89
21.729,18.89
21.729,18.89
21.734,18.89
21.735,18.89
21.735,19.89
21.735,19.89
21.735,19.89
21.736,19.89
21.736,19.89
21.738,19.89
21.739,19.89
21.740,19.89
21.763,19.89
21.763,19.89
21.765,19.89
21.766,19.89
21.766,19.89
21.770,19.89
21.770,19.89
21.770,19.89
21.775,19.89
21.775,19.89
21.775,19.89
21.775,19.89
21.817,13.92
21.820,14.92
21.844,14.92
21.844,14.92
21.846,14.92
21.847,14.92
21.847,14.92
21.851,14.92
21.851,14.92
21.851,14.92
21.856,14.92
21.856,14.92
21.856,14.92
21.856,14.92
21.857,14.92
21.861,14.92
21.861,14.92
21.885,14.92
21.885,14.92
21.886,14.92
21.887,14.92
21.887,14.92
21.891,14.92
21.891,14.92
21.892,14.92
21.897,14.92
21.897,14.92
21.897,14.92
21.898,15.92
21.901,15.92
21.901,15.92
21.925,15.92
21.926,15.92
21.926,15.92
21.928,15.92
21.928,15.92
21.932,15.92
21.932,15.92
21.937,15.92
21.937,15.92
21.937,15.92
21.937,15.92
21.938,15.92
21.938,15.92
21.942,16.92
21.942,16.92
21.966,16.92
21.966,16.92
21.967,16.92
21.968,16.92
21.968,16.92
21.972,16.92
21.972,16.92
21.978,16.92
21.978,16.92
21.978,16.92
21.978,16.92
21.978,16.92
21.979,16.92
21.979,16.92
21.982,16.92
21.982,17.92
21.982,17.92
22.007,17.92
22.007,17.92
22.007,17.92
22.008,17.92
22.009,17.92
22.013,17.92
22.013,17.92
22.018,17.92
22.018,17.92
22.018,17.92
22.018,17.92
22.018,17.92
22.020,17.92
22.020,17.92
22.023,17.92
22.023,17.92
22.088,12.55
22.089,13.55
22.094,13.55
22.094,13.55
22.099,13.55
22.099,13.55
22.099,13.55
22.099,13.55
22.099,13.55
22.144,21.48
22.220,15.04
22.225,16.04
22.225,16.04
22.225,16.04
22.225,16.04
22.225,16.04
22.225,16.04
22.225,16.04
22.225,16.04
22.261,16.04
22.261,16.04
22.261,16.04
22.261,16.04
22.261,16.04
22.261,16.04
22.261,16.04
22.262,16.04
22.265,16.04
22.265,16.04
22.265,16.04
22.265,16.04
22.266,16.04
22.266,16.04
22.266,16.04
22.266,16.04
22.269,16.04
22.302,16.04
22.302,16.04
22.302,16.04
22.302,16.04
22.302,16.04
22.302,16.04
22.302,17.04
22.302,17.04
22.306,17.04
22.306,17.04
22.306,17.04
22.306,17.04
22.306,17.04
22.306,17.04
22.306,17.04
22.306,17.04
22.310,17.04
22.342,17.04
22.342,17.04
22.342,17.04
22.343,17.04
22.343,17.04
22.343,17.04
22.343,17.04
22.343,18.04
22.343,18.04
22.347,18.04
22.347,18.04
22.347,18.04
22.347,18.04
22.347,18.04
22.347,18.04
22.347,18.04
22.347,18.04
22.350,18.04
22.383,18.04
22.383,18.04
22.383,18.04
22.383,18.04
22.383,18.04
22.383,18.04
22.383,18.04
22.383,18.04
22.384,19.04
22.384,19.04
22.387,19.04
22.388,19.04
22.388,19.04
22.388,19.04
22.388,19.04
22.388,19.04
22.388,19.04
22.391,19.04
22.424,19.04
22.424,19.04
22.424,19.04
22.424,19.04
22.424,19.04
22.424,19.04
22.424,19.04
22.424,19.04
22.424,19.04
22.425,19.04
22.425,20.04
22.470,14.03
22.471,15.03
22.471,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.505,15.03
22.506,15.03
22.511,15.03
22.511,15.03
22.511,15.03
22.511,15.03
22.512,15.03
22.545,15.03
22.546,15.03
22.546,15.03
22.546,15.03
22.586,10.52
22.592,11.52
22.592,11.52
22.593,11.52
22.593,11.52
22.593,11.52
22.627,11.52
22.627,11.52
22.627,11.52
22.627,11.52
22.627,11.52
22.627,11.52
22.633,11.52
22.633,11.52
22.633,11.52
22.633,11.52
22.633,11.52
22.633,11.52
22.667,11.52
22.667,11.52
22.667,11.52
22.668,11.52
22.668,12.52
22.668,12.52
22.674,12.52
22.674,12.52
22.674,12.52
22.674,12.52
22.674,12.52
22.748,8.76
22.749,9.76
22.749,9.76
22.795,6.83
22.795,7.83
22.830,7.83
22.830,7.83
22.830,7.83
22.830,7.83
22.836,7.83
22.836,7.83
22.836,7.83
22.870,7.83
22.870,7.83
22.870,7.83
22.870,7.83
22.876,7.83
22.876,8.83
22.876,8.83
22.911,8.83
22.911,8.83
22.911,8.83
22.911,8.83
22.917,8.83
22.917,8.83
22.917,8.83
22.917,9.83
22.917,9.83
22.952,9.83
22.952,9.83
22.952,9.83
22.998,6.88
22.998,7.88
22.998,7.88
23.033,7.88
23.033,7.88
23.033,7.88
23.033,7.88
23.038,7.88
23.038,7.88
23.038,7.88
23.038,7.88
23.074,7.88
23.074,7.88
23.074,7.88
23.074,8.88
23.079,8.88
23.079,8.88
23.079,8.88
23.155,6.22
23.155,7.22
23.155,7.22
23.156,7.22
23.160,7.22
23.160,7.22
23.160,7.22
23.196,7.22
23.196,7.22
23.196,7.22
23.196,7.22
23.196,7.22
23.200,7.22
23.277,5.05
23.277,6.05
23.277,6.05
23.277,6.05
23.277,6.05
23.281,6.05
23.318,6.05
23.318,6.05
23.318,6.05
23.318,6.05
23.318,6.05
23.318,6.05
23.322,7.05
23.358,7.05
23.358,7.05
23.399,4.94
23.402,5.94
23.403,5.94
23.439,5.94
23.439,5.94
23.440,5.94
23.443,5.94
23.443,5.94
23.443,5.94
23.480,5.94
23.480,6.94
23.480,6.94
23.483,6.94
23.561,4.85
23.561,5.85
23.561,5.85
23.564,5.85
23.602,5.85
23.602,5.85
23.602,5.85
23.602,5.85
23.602,5.85
23.604,5.85
23.643,6.85
23.643,6.85
23.643,6.85
23.643,6.85
23.643,6.85
23.645,6.85
23.683,6.85
23.684,7.85
23.684,7.85
23.684,7.85
23.684,7.85
23.684,7.85
23.685,7.85
23.724,7.85
23.724,7.85
23.724,8.85
23.724,8.85
23.724,8.85
23.724,8.85
23.725,8.85
23.726,8.85
23.765,8.85
23.765,8.85
23.765,8.85
23.765,9.85
23.765,9.85
23.807,6.90
23.846,7.90
23.846,7.90
23.846,7.90
23.846,7.90
23.846,7.90
23.846,7.90
23.847,7.90
23.886,7.90
23.887,7.90
23.887,7.90
23.887,7.90
23.887,7.90
23.887,7.90
23.887,8.90
23.888,8.90
23.927,8.90
23.927,8.90
23.927,8.90
23.927,8.90
23.927,8.90
23.927,8.90
23.927,8.90
23.927,9.90
23.928,9.90
23.968,9.90
23.968,9.90
23.968,9.90
23.968,9.90
23.968,9.90
23.968,9.90
23.968,9.90
23.968,9.90
23.968,10.90
23.968,10.90
24.008,10.90
24.008,10.90
24.008,10.90
24.008,10.90
24.008,10.90
24.008,10.90
24.008,10.90
24.009,10.90
24.009,10.90
24.009,11.90
24.009,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,11.90
24.049,12.90
24.049,12.90
24.089,12.90
24.089,12.90
24.089,12.90
24.089,12.90
24.089,12.90
24.089,12.90
24.090,12.90
24.131,9.03
24.131,9.03
24.131,10.03
24.171,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.172,10.03
24.212,10.03
24.212,10.03
24.212,10.03
24.212,10.03
24.212,10.03
24.213,10.03
24.213,11.03
24.213,11.03
24.213,11.03
24.213,11.03
24.253,11.03
24.253,11.03
24.253,11.03
24.253,11.03
24.253,11.03
24.253,11.03
24.253,11.03
24.253,11.03
24.253,12.03
24.253,12.03
24.296,12.03
24.296,12.03
24.296,12.03
24.296,12.03
24.296,12.03
24.296,12.03
24.297,12.03
24.297,12.03
24.297,12.03
24.297,12.03
24.297,12.03
24.297,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.337,13.03
24.338,13.03
24.377,13.03
24.377,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.378,14.03
24.418,14.03
24.459,22.82
24.539,27.97
24.582,42.58
24.661,29.81
24.662,30.81
24.662,30.81
24.662,30.81
24.702,30.81
24.702,30.81
24.702,30.81
24.702,30.81
24.702,30.81
24.702,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.703,30.81
24.704,30.81
24.704,30.81
24.704,30.81
24.704,30.81
24.704,30.81
24.704,30.81
24.704,30.81
24.704,30.81
24.704,30.81
24.783,21.56
24.783,22.56
24.783,22.56
24.784,22.56
24.784,22.56
24.784,22.56
24.784,22.56
24.784,22.56
24.784,22.56
24.784,22.56
24.825,36.79
24.866,25.76
24.905,26.76
24.905,26.76
24.905,26.76
24.906,26.76
24.906,26.76
24.906,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.907,26.76
24.908,26.76
24.908,26.76
24.908,26.76
24.908,26.76
24.908,26.76
24.908,26.76
24.908,26.76
24.908,26.76
24.946,26.76
24.946,26.76
24.946,26.76
24.946,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.947,26.76
24.948,26.76
24.988,18.73
24.989,19.73
24.989,19.73
25.027,19.73
25.027,19.73
25.027,19.73
25.027,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.028,19.73
25.029,19.73
25.029,19.73
25.029,19.73
25.029,19.73
25.029,19.73
25.029,19.73
25.068,20.73
25.068,20.73
25.068,20.73
25.068,20.73
25.068,20.73
25.068,20.73
25.068,20.73
25.068,20.73
25.068,20.73
25.068,20.73
25.069,20.73
25.069,20.73
25.069,20.73
25.069,20.73
25.069,20.73
25.069,20.73
25.069,20.73
25.070,20.73
25.070,20.73
25.070,20.73
25.108,20.73
25.108,20.73
25.108,20.73
25.109,20.73
25.109,20.73
25.109,20.73
25.109,20.73
25.109,20.73
25.109,20.73
25.150,14.51
25.150,15.51
25.150,15.51
25.150,15.51
25.150,15.51
25.150,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.190,15.51
25.191,15.51
25.191,15.51
25.191,15.51
25.230,15.51
25.230,15.51
25.230,15.51
25.230,15.51
25.230,15.51
25.230,15.51
25.231,15.51
25.231,15.51
25.231,16.51
25.231,16.51
25.231,16.51
25.231,16.51
25.231,16.51
25.231,16.51
25.231,16.51
25.231,16.51
25.271,16.51
25.271,16.51
25.271,16.51
25.271,16.51
25.271,16.51
25.271,16.51
25.271,16.51
25.271,16.51
25.271,16.51
25.271,17.51
25.271,17.51
25.271,17.51
25.272,17.51
25.272,17.51
25.272,17.51
25.272,17.51
25.272,17.51
25.311,17.51
25.311,17.51
25.312,17.51
25.312,17.51
25.312,17.51
25.312,17.51
25.312,17.51
25.312,17.51
25.312,17.51
25.312,17.51
25.312,18.51
25.312,18.51
25.312,18.51
25.312,18.51
25.312,18.51
25.313,18.51
25.313,18.51
25.352,18.51
25.352,18.51
25.352,18.51
25.352,18.51
25.352,18.51
25.352,18.51
25.352,18.51
25.352,18.51
25.352,18.51
25.353,18.51
25.353,18.51
25.353,18.51
25.353,19.51
25.353,19.51
25.353,19.51
25.353,19.51
25.353,19.51
25.353,19.51
25.353,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.393,19.51
25.434,13.66
25.434,14.66
25.434,14.66
25.474,14.66
25.474,14.66
25.474,14.66
25.474,14.66
25.474,14.66
25.474,14.66
25.474,14.66
25.474,14.66
25.474,14.66
25.475,14.66
25.475,14.66
25.475,14.66
25.475,14.66
25.475,14.66
25.515,14.66
25.556,10.26
25.556,11.26
25.556,11.26
25.556,11.26
25.556,11.26
25.556,11.26
25.556,11.26
25.556,11.26
25.557,11.26
25.596,11.26
25.596,11.26
25.597,11.26
25.597,11.26
25.597,11.26
25.597,11.26
25.597,11.26
25.597,11.26
25.597,11.26
25.597,11.26
25.597,11.26
25.598,11.26
25.637,11.26
25.637,12.26
25.637,12.26
25.637,12.26
25.637,12.26
25.637,12.26
25.637,12.26
25.637,12.26
25.638,12.26
25.638,12.26
25.638,12.26
25.638,12.26
25.678,12.26
25.678,12.26
25.678,13.26
25.678,13.26
25.678,13.26
25.678,13.26
25.678,13.26
25.678,13.26
25.678,13.26
25.678,13.26
25.678,13.26
25.759,9.28
25.759,10.28
25.759,10.28
25.759,10.28
25.759,10.28
25.759,10.28
25.759,10.28
25.759,10.28
25.760,10.28
25.760,10.28
25.799,10.28
25.800,10.28
25.800,10.28
25.800,10.28
25.800,10.28
25.800,10.28
25.800,10.28
25.800,10.28
25.800,10.28
25.800,10.28
25.800,11.28
25.840,11.28
25.840,11.28
25.840,11.28
25.840,11.28
25.840,11.28
25.840,11.28
25.840,11.28
25.840,11.28
25.840,11.28
25.841,11.28
25.841,11.28
25.841,12.28
25.881,12.28
25.922,19.60
25.962,13.72
26.003,14.72
26.044,23.30
26.086,16.31
26.125,17.31
26.126,17.31
26.126,17.31
26.126,17.31
26.126,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.127,17.31
26.166,17.31
26.166,17.31
26.166,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.167,17.31
26.168,17.31
26.168,17.31
26.168,17.31
26.168,18.31
26.168,18.31
26.207,18.31
26.207,18.31
26.207,18.31
26.207,18.31
26.207,18.31
26.207,18.31
26.207,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.208,18.31
26.209,19.31
26.209,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.248,19.31
26.289,13.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.330,14.52
26.370,14.52
26.370,14.52
26.371,14.52
26.371,14.52
26.371,14.52
26.371,14.52
26.411,10.16
26.411,11.16
26.412,11.16
26.412,11.16
26.412,11.16
26.451,11.16
26.451,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.452,11.16
26.492,11.16
26.492,11.16
26.492,11.16
26.492,11.16
26.492,11.16
26.492,12.16
26.492,12.16
26.492,12.16
26.492,12.16
26.492,12.16
26.492,12.16
26.493,12.16
26.532,12.16
26.533,12.16
26.533,12.16
26.533,12.16
26.533,12.16
26.533,12.16
26.533,13.16
26.533,13.16
26.533,13.16
26.533,13.16
26.533,13.16
26.533,13.16
26.533,13.16
26.573,13.16
26.573,13.16
26.573,13.16
26.573,13.16
26.573,13.16
26.573,13.16
26.574,13.16
26.574,14.16
26.574,14.16
26.574,14.16
26.574,14.16
26.574,14.16
26.574,14.16
26.574,14.16
26.614,14.16
26.614,14.16
26.614,14.16
26.614,14.16
26.614,14.16
26.615,14.16
26.615,14.16
26.615,14.16
26.615,15.16
26.615,15.16
26.615,15.16
26.615,15.16
26.615,15.16
26.615,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,15.16
26.655,16.16
26.656,16.16
26.656,16.16
26.656,16.16
26.656,16.16
26.656,16.16
26.695,16.16
26.695,16.16
26.696,16.16
26.696,16.16
26.696,16.16
26.696,16.16
26.696,16.16
26.696,16.16
26.696,16.16
26.696,16.16
26.696,16.16
26.696,17.16
26.696,17.16
26.696,17.16
26.697,17.16
26.697,17.16
26.697,17.16
26.736,17.16
26.736,17.16
26.736,17.16
26.736,17.16
26.736,17.16
26.736,17.16
26.736,17.16
26.737,17.16
26.737,17.16
26.737,17.16
26.737,17.16
26.737,17.16
26.737,18.16
26.737,18.16
26.737,18.16
26.737,18.16
26.737,18.16
26.737,18.16
26.776,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.777,18.16
26.778,19.16
26.778,19.16
26.778,19.16
26.778,19.16
26.778,19.16
26.817,19.16
26.817,19.16
26.817,19.16
26.818,19.16
26.818,19.16
26.818,19.16
26.818,19.16
26.818,19.16
26.818,19.16
26.818,19.16
26.819,19.16
26.819,19.16
26.819,19.16
26.819,19.16
26.819,19.16
26.819,20.16
26.820,20.16
26.820,20.16
26.820,20.16
26.857,20.16
26.858,20.16
26.858,20.16
26.858,20.16
26.858,20.16
26.858,20.16
26.858,20.16
26.858,20.16
26.858,20.16
26.858,20.16
26.859,20.16
26.859,20.16
26.859,20.16
26.859,20.16
26.859,20.16
26.859,20.16
26.860,20.16
26.860,21.16
26.860,21.16
26.860,21.16
26.860,21.16
26.898,21.16
26.898,21.16
26.898,21.16
26.898,21.16
26.898,21.16
26.898,21.16
26.898,21.16
26.898,21.16
26.899,21.16
26.899,21.16
26.899,21.16
26.899,21.16
26.899,21.16
26.899,21.16
26.899,21.16
26.900,21.16
26.900,21.16
26.900,21.16
26.900,22.16
26.979,15.51
26.979,16.51
26.979,16.51
26.979,16.51
26.979,16.51
26.979,16.51
26.979,16.51
26.979,16.51
26.979,16.51
26.980,16.51
26.980,16.51
26.980,16.51
26.980,16.51
26.980,16.51
26.980,16.51
26.980,16.51
27.019,16.51
27.019,16.51
27.019,16.51
27.019,16.51
27.019,16.51
27.019,16.51
27.019,16.51
27.019,16.51
27.020,16.51
27.020,16.51
27.020,16.51
27.020,16.51
27.021,16.51
27.021,16.51
27.021,16.51
27.021,16.51
27.059,17.51
27.059,17.51
27.060,17.51
27.060,17.51
27.060,17.51
27.060,17.51
27.060,17.51
27.060,17.51
27.060,17.51
27.060,17.51
27.060,17.51
27.061,17.51
27.061,17.51
27.061,17.51
27.061,17.51
27.061,17.51
27.100,17.51
27.100,17.51
27.100,18.51
27.100,18.51
27.100,18.51
27.100,18.51
27.100,18.51
27.100,18.51
27.100,18.51
27.100,18.51
27.101,18.51
27.101,18.51
27.101,18.51
27.101,18.51
27.101,18.51
27.101,18.51
27.101,18.51
27.101,18.51
27.140,18.51
27.140,18.51
27.140,18.51
27.140,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.141,19.51
27.142,19.51
27.142,19.51
27.142,19.51
27.181,19.51
27.181,19.51
27.181,19.51
27.181,19.51
27.181,20.51
27.181,20.51
27.181,20.51
27.181,20.51
27.181,20.51
27.181,20.51
27.181,20.51
27.181,20.51
27.182,20.51
27.182,20.51
27.182,20.51
27.182,20.51
27.182,20.51
27.182,20.51
27.183,20.51
27.183,20.51
27.221,20.51
27.221,20.51
27.221,20.51
27.221,20.51
27.221,20.51
27.221,21.51
27.221,21.51
27.221,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.222,21.51
27.223,21.51
27.223,21.51
27.223,21.51
27.261,21.51
27.261,21.51
27.262,21.51
27.262,21.51
27.262,21.51
27.262,21.51
27.262,22.51
27.262,22.51
27.262,22.51
27.262,22.51
27.262,22.51
27.262,22.51
27.262,22.51
27.262,22.51
27.263,22.51
27.263,22.51
27.263,22.51
27.263,22.51
27.263,22.51
27.263,22.51
27.263,22.51
27.302,22.51
27.302,22.51
27.302,22.51
27.302,22.51
27.302,22.51
27.303,22.51
27.303,22.51
27.303,22.51
27.303,23.51
27.303,23.51
27.303,23.51
27.303,23.51
27.303,23.51
27.303,23.51
27.303,23.51
27.344,16.46
27.383,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.384,17.46
27.424,17.46
27.424,17.46
27.424,17.46
27.424,17.46
27.424,17.46
27.424,17.46
27.424,17.46
27.425,17.46
27.425,17.46
27.425,17.46
27.425,17.46
27.425,17.46
27.425,17.46
27.425,17.46
27.425,17.46
27.425,17.46
27.425,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.465,18.46
27.466,18.46
27.466,18.46
27.466,18.46
27.466,18.46
27.466,18.46
27.466,18.46
27.466,18.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.506,19.46
27.507,19.46
27.507,19.46
27.507,19.46
27.546,19.46
27.546,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.547,20.46
27.548,20.46
27.548,20.46
27.548,20.46
27.587,20.46
27.587,20.46
27.587,20.46
27.587,21.46
27.587,21.46
